chart_id	chart_title	pmid	doi	title	authors	year	url	raw_citation
ecoli_heat_shock_response	Heat Shock Response and Protein Quality Control	18264115	10.1038/nrmicro1843	Multilevel regulation of the heat shock response in E. coli	Guisbert E, Yura T, Rhodius VA, Gross CA	2008		"Guisbert E, Yura T, Rhodius VA, Gross CA. ""Multilevel regulation of the heat shock response in E. coli"". Nature Reviews Microbiology. 2008. PubMed: 18264115. doi:10.1038/nrmicro1843"
ecoli_heavy_metal_resistance	Heavy Metal Resistance (Copper and Zinc Homeostasis)	12682013	10.1093/emboj/cdg239	The CusABC efflux system removes toxic ions via a methionine shuttle	Franke S, Grass G, Rensing C, Nies DH	2003		"Franke S, Grass G, Rensing C, Nies DH. ""The CusABC efflux system removes toxic ions via a methionine shuttle"". EMBO J. 2003. PubMed: 12682013. doi:10.1093/emboj/cdg239"
ecoli_heavy_metal_resistance	Heavy Metal Resistance (Copper and Zinc Homeostasis)	10383764	10.1046/j.1365-2958.1999.01459.x	ZntR-mediated transcriptional induction of zntA upon zinc excess in Escherichia coli	Brocklehurst KR, Hobman JL, Lawley B, Blank L, Marshall SJ, Brown NL, Morby AP	1999		"Brocklehurst KR, Hobman JL, Lawley B, Blank L, Marshall SJ, Brown NL, Morby AP. ""ZntR-mediated transcriptional induction of zntA upon zinc excess in Escherichia coli"". Mol Microbiol. 1999. PubMed: 10383764. doi:10.1046/j.1365-2958.1999.01459.x"
ecoli_heavy_metal_resistance	Heavy Metal Resistance (Copper and Zinc Homeostasis)	9422595	10.1128/jb.180.3.680-689.1998	The Escherichia coli Zur regulates ZnuABC zinc import	Patzer SI, Hantke K	1998		"Patzer SI, Hantke K. ""The Escherichia coli Zur regulates ZnuABC zinc import"". J Bacteriol. 1998. PubMed: 9422595. doi:10.1128/jb.180.3.680-689.1998"
ecoli_heavy_metal_resistance	Heavy Metal Resistance (Copper and Zinc Homeostasis)	10716729	10.1073/pnas.97.2.652	CopA: An Escherichia coli Cu(I)-translocating P-type ATPase	Rensing C, Fan B, Sharma R, Mitra B, Rosen BP	2000		"Rensing C, Fan B, Sharma R, Mitra B, Rosen BP. ""CopA: An Escherichia coli Cu(I)-translocating P-type ATPase"". Proc Natl Acad Sci USA. 2000. PubMed: 10716729. doi:10.1073/pnas.97.2.652"
ecoli_homologous_recombination	Homologous Recombination	18322035	10.1128/MMBR.00020-07	Recombinational DNA repair in bacteria and the RecBCD pathway	Dillingham MS, Kowalczykowski SC	2008		"Dillingham MS, Kowalczykowski SC. ""Recombinational DNA repair in bacteria and the RecBCD pathway"". Microbiol Mol Biol Rev. 2008. PubMed: 18322035. doi:10.1128/MMBR.00020-07"
ecoli_homologous_recombination	Homologous Recombination	18497818	10.1038/nature07003	RecA protein filament structure and DNA strand exchange	Chen Z, Yang H, Pavletich NP	2008		"Chen Z, Yang H, Pavletich NP. ""RecA protein filament structure and DNA strand exchange"". Nature. 2008. PubMed: 18497818. doi:10.1038/nature07003"
ecoli_homologous_recombination	Homologous Recombination	7489502	10.1016/s1097-2765(00)80218-6	The Holliday junction resolvase RuvC is a dimer that acts in trans	Saito A, Iwasaki H, Ariyoshi M, Morikawa K, Shinagawa H	1995		"Saito A, Iwasaki H, Ariyoshi M, Morikawa K, Shinagawa H. ""The Holliday junction resolvase RuvC is a dimer that acts in trans"". Mol Cell. 1995. PubMed: 7489502. doi:10.1016/s1097-2765(00)80218-6"
ecoli_homologous_recombination	Homologous Recombination	22503770	10.1016/j.tig.2012.03.002	Control of RecBCD recombination pathways by the Chi sequence	Smith GR	2012		"Smith GR. ""Control of RecBCD recombination pathways by the Chi sequence"". Trends Genet. 2012. PubMed: 22503770. doi:10.1016/j.tig.2012.03.002"
ecoli_iron_homeostasis	Iron Homeostasis	12829269		Bacterial iron homeostasis.	Andrews SC	2003		"Andrews SC. ""Bacterial iron homeostasis."". FEMS microbiology reviews. 2003. PubMed: 12829269"
ecoli_iron_homeostasis	Iron Homeostasis	27620723		Iron Homeostasis Regulates the Genotoxicity of Escherichia coli That Produces Colibactin.	Tronnet S	2016		"Tronnet S. ""Iron Homeostasis Regulates the Genotoxicity of Escherichia coli That Produces Colibactin."". Infection and immunity. 2016. PubMed: 27620723"
ecoli_iron_homeostasis	Iron Homeostasis	27757702	10.1007/s10482-016-0781-7	Increasing dissolved-oxygen disrupts iron homeostasis in production cultures of Escherichia coli.	Baez A	2017		"Baez A. ""Increasing dissolved-oxygen disrupts iron homeostasis in production cultures of Escherichia coli."". Antonie van Leeuwenhoek. 2017. PubMed: 27757702. doi:10.1007/s10482-016-0781-7"
ecoli_iron_homeostasis	Iron Homeostasis	12746439		Global iron-dependent gene regulation in Escherichia coli. A new mechanism for iron homeostasis.	McHugh JP	2003		"McHugh JP. ""Global iron-dependent gene regulation in Escherichia coli. A new mechanism for iron homeostasis."". The Journal of biological chemistry. 2003. PubMed: 12746439"
ecoli_lac_operon	Lac Operon Regulation	13718526	10.1016/S0022-2836(61)80072-7	Genetic regulatory mechanisms in the synthesis of proteins	Jacob F, Monod J	1961		"Jacob F, Monod J. ""Genetic regulatory mechanisms in the synthesis of proteins"". Journal of Molecular Biology. 1961. PubMed: 13718526. doi:10.1016/S0022-2836(61)80072-7"
ecoli_lac_operon	Lac Operon Regulation			The lactose operon	Müller-Hill B	1996		"Müller-Hill B. ""The lactose operon"". Walter de Gruyter. 1996"
ecoli_lac_operon	Lac Operon Regulation	16531234	10.1016/j.str.2005.11.021	Revisiting the lac operon: Functional analysis of the cAMP receptor protein	Napoli AA, Lawson CL, Ebright RH, Berman HM	2006		"Napoli AA, Lawson CL, Ebright RH, Berman HM. ""Revisiting the lac operon: Functional analysis of the cAMP receptor protein"". Structure. 2006. PubMed: 16531234. doi:10.1016/j.str.2005.11.021"
ecoli_lac_operon	Lac Operon Regulation	19245934	10.1016/S0065-2164(08)01001-8	Mechanism of the allosteric regulation of the lac repressor	Swint-Kruse L, Matthews KS	2009		"Swint-Kruse L, Matthews KS. ""Mechanism of the allosteric regulation of the lac repressor"". Advances in Applied Microbiology. 2009. PubMed: 19245934. doi:10.1016/S0065-2164(08)01001-8"
ecoli_lambda_switch	Bacteriophage λ CI/Cro Lysis–Lysogeny Switch			A Genetic Switch: Phage Lambda Revisited (3rd ed.)	Ptashne M	2004		"Ptashne M. ""A Genetic Switch: Phage Lambda Revisited (3rd ed.)"". Cold Spring Harbor Laboratory Press. 2004"
ecoli_lambda_switch	Bacteriophage λ CI/Cro Lysis–Lysogeny Switch	9691025	10.1093/genetics/149.4.1633	Stochastic kinetic analysis of developmental pathway bifurcation in phage lambda-infected Escherichia coli cells	Arkin A, Ross J, McAdams HH	1998		"Arkin A, Ross J, McAdams HH. ""Stochastic kinetic analysis of developmental pathway bifurcation in phage lambda-infected Escherichia coli cells"". Genetics. 1998. PubMed: 9691025. doi:10.1093/genetics/149.4.1633"
ecoli_mal_regulon	Maltose Regulon and Multi-Operon Coordination			The maltose system	Boos W, Shuman H	1998		"Boos W, Shuman H. ""The maltose system"". Escherichia coli and Salmonella: Cellular and Molecular Biology. 1998"
ecoli_mal_regulon	Maltose Regulon and Multi-Operon Coordination	6387427		Regulation of the maltose regulon in Escherichia coli	Raibaud O, Schwartz M	1984		"Raibaud O, Schwartz M. ""Regulation of the maltose regulon in Escherichia coli"". Microbiological Reviews. 1984. PubMed: 6387427"
ecoli_mal_regulon	Maltose Regulon and Multi-Operon Coordination	1956296	10.1111/j.1365-2958.1991.tb01893.x	The MalT-dependent transcriptional activation of the maltose regulon	Richet E, Vidal-Ingigliardi D, Raibaud O	1991		"Richet E, Vidal-Ingigliardi D, Raibaud O. ""The MalT-dependent transcriptional activation of the maltose regulon"". Molecular Microbiology. 1991. PubMed: 1956296. doi:10.1111/j.1365-2958.1991.tb01893.x"
ecoli_mal_regulon	Maltose Regulon and Multi-Operon Coordination	15978076	10.1111/j.1365-2958.2005.04703.x	ATP-dependent regulation of maltose transport in Escherichia coli	Dippel R, Boos W	2005		"Dippel R, Boos W. ""ATP-dependent regulation of maltose transport in Escherichia coli"". Molecular Microbiology. 2005. PubMed: 15978076. doi:10.1111/j.1365-2958.2005.04703.x"
ecoli_mismatch_repair	DNA Mismatch Repair (MMR)	15952900	10.1146/annurev.biochem.74.082803.133243	Mismatch repair in replication fidelity, genetic recombination, and cancer biology	Kunkel TA, Erie DA	2005		"Kunkel TA, Erie DA. ""Mismatch repair in replication fidelity, genetic recombination, and cancer biology"". Annual Review of Biochemistry. 2005. PubMed: 15952900. doi:10.1146/annurev.biochem.74.082803.133243"
ecoli_mismatch_repair	DNA Mismatch Repair (MMR)	17531815	10.1016/j.molcel.2007.04.018	Mechanism of mismatch recognition revealed by human MutSβ bound to unpaired DNA loops	Warren JJ, et al	2007		"Warren JJ, et al. ""Mechanism of mismatch recognition revealed by human MutSβ bound to unpaired DNA loops"". Molecular Cell. 2007. PubMed: 17531815. doi:10.1016/j.molcel.2007.04.018"
ecoli_mismatch_repair	DNA Mismatch Repair (MMR)	16376539	10.1016/j.sbi.2006.01.015	Mismatch repair proteins MutS and MutL: jack of all trades?	Jiricny J	2006		"Jiricny J. ""Mismatch repair proteins MutS and MutL: jack of all trades?"". Current Opinion in Structural Biology. 2006. PubMed: 16376539. doi:10.1016/j.sbi.2006.01.015"
ecoli_mismatch_repair	DNA Mismatch Repair (MMR)	8811176	10.1146/annurev.bi.65.070196.000533	Bacterial methyl-directed DNA mismatch repair	Modrich P, Lahue R	1996		"Modrich P, Lahue R. ""Bacterial methyl-directed DNA mismatch repair"". Annual Review of Biochemistry. 1996. PubMed: 8811176. doi:10.1146/annurev.bi.65.070196.000533"
ecoli_nitrogen_assimilation	Nitrogen Assimilation and Ntr Regulation	17506685	10.1146/annurev.micro.61.080706.093409	Nitrogen regulation in bacteria and archaea	Leigh JA, Dodsworth JA	2007		"Leigh JA, Dodsworth JA. ""Nitrogen regulation in bacteria and archaea"". Annual Review of Microbiology. 2007. PubMed: 17506685. doi:10.1146/annurev.micro.61.080706.093409"
ecoli_nitrogen_assimilation	Nitrogen Assimilation and Ntr Regulation	15802258	10.1016/j.mib.2005.02.011	The Ntr signal transduction system	Ninfa AJ, Jiang P	2005		"Ninfa AJ, Jiang P. ""The Ntr signal transduction system"". Current Opinion in Microbiology. 2005. PubMed: 15802258. doi:10.1016/j.mib.2005.02.011"
ecoli_nitrogen_assimilation	Nitrogen Assimilation and Ntr Regulation	10754576	10.1016/S0966-842X(00)01709-1	Signal transduction by the PII protein	Ninfa AJ, Atkinson MR	2000		"Ninfa AJ, Atkinson MR. ""Signal transduction by the PII protein"". Trends in Microbiology. 2000. PubMed: 10754576. doi:10.1016/S0966-842X(00)01709-1"
ecoli_nitrogen_assimilation	Nitrogen Assimilation and Ntr Regulation	10894718	10.1128/JB.182.15.4129-4136.2000	σ54-dependent transcription	Buck M, Gallegos MT, Studholme DJ, Guo Y, Gralla JD	2000		"Buck M, Gallegos MT, Studholme DJ, Guo Y, Gralla JD. ""σ54-dependent transcription"". Journal of Bacteriology. 2000. PubMed: 10894718. doi:10.1128/JB.182.15.4129-4136.2000"
ecoli_nucleotide_biosynthesis	Nucleotide Biosynthesis (Purine and Pyrimidine Synthesis)	1410045	10.1016/s0079-6603(08)60364-4	Nucleotide metabolism	Zalkin H, Dixon JE	1992		"Zalkin H, Dixon JE. ""Nucleotide metabolism"". Prog Nucleic Acid Res Mol Biol. 1992. PubMed: 1410045. doi:10.1016/s0079-6603(08)60364-4"
ecoli_nucleotide_excision_repair	Nucleotide Excision Repair (NER)	16464004	10.1021/cr040471u	Nucleotide excision repair in E. coli	Truglio JJ, Croteau DL, Van Houten B, Kisker C	2006		"Truglio JJ, Croteau DL, Van Houten B, Kisker C. ""Nucleotide excision repair in E. coli"". Chemical Reviews. 2006. PubMed: 16464004. doi:10.1021/cr040471u"
ecoli_nucleotide_excision_repair	Nucleotide Excision Repair (NER)	16532007	10.1038/nsmb1072	Structure of the UvrB-DNA complex	Truglio JJ, Karakas E, Rhau B, et al	2006		"Truglio JJ, Karakas E, Rhau B, et al. ""Structure of the UvrB-DNA complex"". Nature Structural & Molecular Biology. 2006. PubMed: 16532007. doi:10.1038/nsmb1072"
ecoli_nucleotide_excision_repair	Nucleotide Excision Repair (NER)	6380755	10.1016/0092-8674(83)90354-9	The mechanism of Escherichia coli UvrABC endonuclease	Sancar A, Rupp WD	1983		"Sancar A, Rupp WD. ""The mechanism of Escherichia coli UvrABC endonuclease"". Cell. 1983. PubMed: 6380755. doi:10.1016/0092-8674(83)90354-9"
ecoli_nucleotide_excision_repair	Nucleotide Excision Repair (NER)	7968919		Transcription-repair coupling and mutation frequency decline	Selby CP, Sancar A	1994		"Selby CP, Sancar A. ""Transcription-repair coupling and mutation frequency decline"". Microbiology and Molecular Biology Reviews. 1994. PubMed: 7968919"
ecoli_outer_membrane_assembly	Outer Membrane Protein Assembly via BAM Complex	22889723	10.1016/j.bbamcr.2012.04.007	The BAM complex in outer membrane protein biogenesis	Ricci DP, Silhavy TJ	2012		"Ricci DP, Silhavy TJ. ""The BAM complex in outer membrane protein biogenesis"". Biochim Biophys Acta. 2012. PubMed: 22889723. doi:10.1016/j.bbamcr.2012.04.007"
ecoli_oxidative_stress_response	Oxidative Stress Response (OxyR and SoxRS)	2246066	10.1093/jn/120.suppl_1.23	OxyR: a regulator of antioxidant genes	Storz G, Tartaglia LA, Ames BN	1990		"Storz G, Tartaglia LA, Ames BN. ""OxyR: a regulator of antioxidant genes"". J Nutr. 1990. PubMed: 2246066. doi:10.1093/jn/120.suppl_1.23"
ecoli_oxidative_stress_response	Oxidative Stress Response (OxyR and SoxRS)	2164424	10.1073/pnas.87.16.6181	Activation of the Escherichia coli SoxRS regulon by superoxide stress	Greenberg JT, Monach P, Chou JH, Josephy PD, Demple B	1990		"Greenberg JT, Monach P, Chou JH, Josephy PD, Demple B. ""Activation of the Escherichia coli SoxRS regulon by superoxide stress"". Proc Natl Acad Sci USA. 1990. PubMed: 2164424. doi:10.1073/pnas.87.16.6181"
ecoli_oxidative_stress_response	Oxidative Stress Response (OxyR and SoxRS)	11323133	10.1016/s0092-8674(01)00531-2	Hydrogen peroxide sensor and redox regulator OxyR: activation mechanism and sensing of H2O2	Choi H, Kim S, Mukhopadhyay P, Cho S, Woo J, Storz G, Ryu SE	2001		"Choi H, Kim S, Mukhopadhyay P, Cho S, Woo J, Storz G, Ryu SE. ""Hydrogen peroxide sensor and redox regulator OxyR: activation mechanism and sensing of H2O2"". Cell. 2001. PubMed: 11323133. doi:10.1016/s0092-8674(01)00531-2"
ecoli_oxidative_stress_response	Oxidative Stress Response (OxyR and SoxRS)	9223282	10.1073/pnas.94.1.173	SoxR, a [2Fe-2S] transcription factor, is active only in its oxidized form	Hidalgo E, Ding H, Demple B	1997		"Hidalgo E, Ding H, Demple B. ""SoxR, a [2Fe-2S] transcription factor, is active only in its oxidized form"". Proc Natl Acad Sci USA. 1997. PubMed: 9223282. doi:10.1073/pnas.94.1.173"
ecoli_pentose_phosphate_pathway	Pentose Phosphate Pathway (Oxidative and Non-oxidative)	25585159	10.1038/nrm3934	The pentose phosphate pathway	Stincone A, Prigione A, Cramer T, et al.	2015		"Stincone A, Prigione A, Cramer T, et al.. ""The pentose phosphate pathway"". Nat Rev Mol Cell Biol. 2015. PubMed: 25585159. doi:10.1038/nrm3934"
ecoli_periplasmic_stress	Periplasmic and Membrane Stress (Cpx Response)	11741871	10.1128/JB.183.3.1003-1012.2001	The periplasmic folding factor CpxP modulates the Cpx response	Raivio TL, Silhavy TJ	2001		"Raivio TL, Silhavy TJ. ""The periplasmic folding factor CpxP modulates the Cpx response"". J Bacteriol. 2001. PubMed: 11741871. doi:10.1128/JB.183.3.1003-1012.2001"
ecoli_periplasmic_stress	Periplasmic and Membrane Stress (Cpx Response)	22685280	10.1128/JB.00817-12	The Cpx envelope stress response is controlled by amplification and feedback inhibition	Vogt SL, Raivio TL	2012		"Vogt SL, Raivio TL. ""The Cpx envelope stress response is controlled by amplification and feedback inhibition"". J Bacteriol. 2012. PubMed: 22685280. doi:10.1128/JB.00817-12"
ecoli_periplasmic_stress	Periplasmic and Membrane Stress (Cpx Response)	21827746	10.1016/j.febslet.2011.07.044	DegP: a protease of protein quality control in the bacterial periplasm	Clausen T, Kaiser M, Huber R, Ehrmann M	2011		"Clausen T, Kaiser M, Huber R, Ehrmann M. ""DegP: a protease of protein quality control in the bacterial periplasm"". FEBS Lett. 2011. PubMed: 21827746. doi:10.1016/j.febslet.2011.07.044"
ecoli_periplasmic_stress	Periplasmic and Membrane Stress (Cpx Response)	16406775	10.1016/j.mib.2005.12.008	Envelope stress responses in Gram-negative bacteria	Rowley G, Spector M, Kormanec J, Roberts M	2006		"Rowley G, Spector M, Kormanec J, Roberts M. ""Envelope stress responses in Gram-negative bacteria"". Curr Opin Microbiol. 2006. PubMed: 16406775. doi:10.1016/j.mib.2005.12.008"
ecoli_phage_defense	Bacteriophage Defense Systems (R-M and CRISPR)	20548291	10.1038/nrg2749	CRISPR-Cas systems in bacteria and archaea	Marraffini LA, Sontheimer EJ	2010		"Marraffini LA, Sontheimer EJ. ""CRISPR-Cas systems in bacteria and archaea"". Nat Rev Genet. 2010. PubMed: 20548291. doi:10.1038/nrg2749"
ecoli_pho_regulon	Phosphate Starvation Response (Pho Regulon)	8752318	10.1128/jb.178.17.5024-5032.1996	Phosphate assimilation and control of alkaline phosphatase synthesis in Escherichia coli	Wanner BL	1996		"Wanner BL. ""Phosphate assimilation and control of alkaline phosphatase synthesis in Escherichia coli"". Journal of Bacteriology. 1996. PubMed: 8752318. doi:10.1128/jb.178.17.5024-5032.1996"
ecoli_pho_regulon	Phosphate Starvation Response (Pho Regulon)	25983732	10.3389/fmicb.2015.00402	The Pho regulon: a huge regulatory network in bacteria	Santos-Beneit F	2015		"Santos-Beneit F. ""The Pho regulon: a huge regulatory network in bacteria"". Frontiers in Microbiology. 2015. PubMed: 25983732. doi:10.3389/fmicb.2015.00402"
ecoli_pho_regulon	Phosphate Starvation Response (Pho Regulon)	12191620	10.1016/S0163-7258(02)00198-5	Two-component signal transduction as a target for microbial anti-infective therapy	Stephenson K, Hoch JA	2002		"Stephenson K, Hoch JA. ""Two-component signal transduction as a target for microbial anti-infective therapy"". Pharmacology & Therapeutics. 2002. PubMed: 12191620. doi:10.1016/S0163-7258(02)00198-5"
ecoli_pho_regulon	Phosphate Starvation Response (Pho Regulon)	2981804		Phosphate-specific transport system of Escherichia coli: nucleotide sequence and gene-polypeptide relationships	Surin BP, Rosenberg H, Cox GB	1985		"Surin BP, Rosenberg H, Cox GB. ""Phosphate-specific transport system of Escherichia coli: nucleotide sequence and gene-polypeptide relationships"". Journal of Bacteriology. 1985. PubMed: 2981804"
ecoli_phosphate_regulation	Phosphate Regulation	36972330	10.1099/mic.0.001312	Regulation of phosphate starvation-specific responses in Escherichia coli.	Moreau PL	2023		"Moreau PL. ""Regulation of phosphate starvation-specific responses in Escherichia coli."". Microbiology (Reading, England). 2023. PubMed: 36972330. doi:10.1099/mic.0.001312"
ecoli_phosphate_regulation	Phosphate Regulation	35648826	10.1073/pnas.2118566119	A broadly applicable, stress-mediated bacterial death pathway regulated by the phosphotransferase system (PTS) and the cAMP-Crp cascade.	Zeng J	2022		"Zeng J. ""A broadly applicable, stress-mediated bacterial death pathway regulated by the phosphotransferase system (PTS) and the cAMP-Crp cascade."". Proceedings of the National Academy of Sciences of the United States of America. 2022. PubMed: 35648826. doi:10.1073/pnas.2118566119"
ecoli_phosphate_regulation	Phosphate Regulation	25655354	10.1016/j.bbapap.2015.01.013	On the mechanism of Escherichia coli pyridoxal kinase inhibition by pyridoxal and pyridoxal 5'-phosphate.	di Salvo ML	2015		"di Salvo ML. ""On the mechanism of Escherichia coli pyridoxal kinase inhibition by pyridoxal and pyridoxal 5'-phosphate."". Biochimica et biophysica acta. 2015. PubMed: 25655354. doi:10.1016/j.bbapap.2015.01.013"
ecoli_phosphate_regulation	Phosphate Regulation	2844115		Redistribution of phosphate pools and the regulation of Escherichia coli adenylate cyclase activity.	Peterkofsky A	1988		"Peterkofsky A. ""Redistribution of phosphate pools and the regulation of Escherichia coli adenylate cyclase activity."". Archives of biochemistry and biophysics. 1988. PubMed: 2844115"
ecoli_phosphate_transport	Phosphate Transport via Pst and Pit Systems	8631707	10.1128/jb.178.8.2077-2082.1996	Phosphate assimilation in E. coli	Wanner BL	1996		"Wanner BL. ""Phosphate assimilation in E. coli"". J Bacteriol. 1996. PubMed: 8631707. doi:10.1128/jb.178.8.2077-2082.1996"
ecoli_protein_folding_chaperones	Protein Folding Chaperones	25737124	10.4014/jmb.1412.12079	Production of Biopharmaceuticals in E. coli: Current Scenario and Future Perspectives.	Baeshen MN	2015		"Baeshen MN. ""Production of Biopharmaceuticals in E. coli: Current Scenario and Future Perspectives."". Journal of microbiology and biotechnology. 2015. PubMed: 25737124. doi:10.4014/jmb.1412.12079"
ecoli_protein_folding_chaperones	Protein Folding Chaperones	39978345	10.1016/j.cell.2025.01.037	SecY translocon chaperones protein folding during membrane protein insertion.	Ou X	2025		"Ou X. ""SecY translocon chaperones protein folding during membrane protein insertion."". Cell. 2025. PubMed: 39978345. doi:10.1016/j.cell.2025.01.037"
ecoli_protein_folding_chaperones	Protein Folding Chaperones	38908370	10.1016/j.molcel.2024.06.002	Mechanism of chaperone coordination during cotranslational protein folding in bacteria.	Roeselová A	2024		"Roeselová A. ""Mechanism of chaperone coordination during cotranslational protein folding in bacteria."". Molecular cell. 2024. PubMed: 38908370. doi:10.1016/j.molcel.2024.06.002"
ecoli_protein_folding_chaperones	Protein Folding Chaperones	25487021	10.1007/978-3-319-11731-7_8	Chaperonin-co-chaperonin interactions.	Boshoff A	2015		"Boshoff A. ""Chaperonin-co-chaperonin interactions."". Sub-cellular biochemistry. 2015. PubMed: 25487021. doi:10.1007/978-3-319-11731-7_8"
ecoli_quorum_sensing	E. coli Quorum Sensing	37312272		Quorum sensing architecture network in Escherichia coli virulence and pathogenesis	Lamas A	2023		"Lamas A. ""Quorum sensing architecture network in Escherichia coli virulence and pathogenesis"". AIMS microbiology. 2023. PubMed: 37312272"
ecoli_quorum_sensing	E. coli Quorum Sensing	26517598		Bacterial resistance in biofilm-associated bacteria	Jamal M	2015		"Jamal M. ""Bacterial resistance in biofilm-associated bacteria"". Journal of the Chinese Medical Association : JCMA. 2015. PubMed: 26517598"
ecoli_quorum_sensing	E. coli Quorum Sensing	35630329		Mechanisms of Inhibition of Quorum Sensing as an Alternative for the Control of E. coli and Salmonella	Castillo-Juárez I	2022		"Castillo-Juárez I. ""Mechanisms of Inhibition of Quorum Sensing as an Alternative for the Control of E. coli and Salmonella"". Frontiers in microbiology. 2022. PubMed: 35630329"
ecoli_quorum_sensing	E. coli Quorum Sensing	34720078		Plant Based Natural Products as Quorum Sensing Inhibitors in Food Spoilage Bacteria	Raorane CJ	2021		"Raorane CJ. ""Plant Based Natural Products as Quorum Sensing Inhibitors in Food Spoilage Bacteria"". Frontiers in microbiology. 2021. PubMed: 34720078"
ecoli_ribosome_assembly	Ribosome Assembly and Maturation	11014182	10.1038/35030006	Structure of the 30S ribosomal subunit	Wimberly BT, Brodersen DE, Clemons WM Jr, Morgan-Warren RJ, Carter AP, Vonrhein C, Hartsch T, Ramakrishnan V	2000		"Wimberly BT, Brodersen DE, Clemons WM Jr, Morgan-Warren RJ, Carter AP, Vonrhein C, Hartsch T, Ramakrishnan V. ""Structure of the 30S ribosomal subunit"". Nature. 2000. PubMed: 11014182. doi:10.1038/35030006"
ecoli_ribosome_assembly	Ribosome Assembly and Maturation	17804668	10.1128/MMBR.00013-07	The path from nucleotides to ribosome assembly	Kaczanowska M, Rydén-Aulin M	2007		"Kaczanowska M, Rydén-Aulin M. ""The path from nucleotides to ribosome assembly"". Microbiology and Molecular Biology Reviews. 2007. PubMed: 17804668. doi:10.1128/MMBR.00013-07"
ecoli_ribosome_assembly	Ribosome Assembly and Maturation	14505815	10.1016/s0300-9084(03)00143-4	Assembly of the 30S ribosomal subunit	Culver GM	2003		"Culver GM. ""Assembly of the 30S ribosomal subunit"". Biochimie. 2003. PubMed: 14505815. doi:10.1016/s0300-9084(03)00143-4"
ecoli_ribosome_assembly	Ribosome Assembly and Maturation	21858987	10.1038/nrm3173	Ribosome assembly coming into focus	Shajani Z, Sykes MT, Williamson JR	2011		"Shajani Z, Sykes MT, Williamson JR. ""Ribosome assembly coming into focus"". Nature Reviews Molecular Cell Biology. 2011. PubMed: 21858987. doi:10.1038/nrm3173"
ecoli_rna_polymerase_recycling	RNA Polymerase Recycling and Reinitiation	30971490	10.1073/pnas.1903846116	Mechanism of transcription termination by E. coli RNA polymerase	Roberts JW	2019		"Roberts JW. ""Mechanism of transcription termination by E. coli RNA polymerase"". Proceedings of the National Academy of Sciences. 2019. PubMed: 30971490. doi:10.1073/pnas.1903846116"
ecoli_rna_polymerase_recycling	RNA Polymerase Recycling and Reinitiation	25081213	10.1093/nar/gku635	Sigma factor selectivity of Escherichia coli RNA polymerase	Mauri M, Klumpp S	2014		"Mauri M, Klumpp S. ""Sigma factor selectivity of Escherichia coli RNA polymerase"". Nucleic Acids Research. 2014. PubMed: 25081213. doi:10.1093/nar/gku635"
ecoli_rna_polymerase_recycling	RNA Polymerase Recycling and Reinitiation	28301741	10.1146/annurev-biochem-061516-044716	The mechanism of Rho-dependent transcription termination	Mitra P, Ghosh G, Hafeezunnisa M, Sen R	2017		"Mitra P, Ghosh G, Hafeezunnisa M, Sen R. ""The mechanism of Rho-dependent transcription termination"". Annual Review of Biochemistry. 2017. PubMed: 28301741. doi:10.1146/annurev-biochem-061516-044716"
ecoli_rna_polymerase_recycling	RNA Polymerase Recycling and Reinitiation	27074666	10.7554/eLife.13684	Recycling of the RNA polymerase in Escherichia coli	Harden TT, Wells CD, Friedman LJ, Landick R, Hochschild A, Kondev J, Gelles J	2016		"Harden TT, Wells CD, Friedman LJ, Landick R, Hochschild A, Kondev J, Gelles J. ""Recycling of the RNA polymerase in Escherichia coli"". eLife. 2016. PubMed: 27074666. doi:10.7554/eLife.13684"
ecoli_sigma_factor_competition	Sigma Factor Competition and Global Transcriptional Control	12169625	10.1093/emboj/cdf389	Sigma factor selectivity in Escherichia coli: role for CRP, IHF and Lrp transcription factors	Jishage M, Kvint K, Shingler V, Nyström T	2002		"Jishage M, Kvint K, Shingler V, Nyström T. ""Sigma factor selectivity in Escherichia coli: role for CRP, IHF and Lrp transcription factors"". EMBO Journal. 2002. PubMed: 12169625. doi:10.1093/emboj/cdf389"
ecoli_sigma_factor_competition	Sigma Factor Competition and Global Transcriptional Control	12787347	10.1046/j.1365-2958.2003.03512.x	The alternative sigma factor network in Escherichia coli	Gruber TM, Gross CA	2003		"Gruber TM, Gross CA. ""The alternative sigma factor network in Escherichia coli"". Molecular Microbiology. 2003. PubMed: 12787347. doi:10.1046/j.1365-2958.2003.03512.x"
ecoli_sigma_factor_competition	Sigma Factor Competition and Global Transcriptional Control	25313164	10.1088/1478-3975/11/5/056007	Sigma factor competition: a mechanism for bacterial adaptation	Mauri M, Klumpp S	2014		"Mauri M, Klumpp S. ""Sigma factor competition: a mechanism for bacterial adaptation"". Physical Biology. 2014. PubMed: 25313164. doi:10.1088/1478-3975/11/5/056007"
ecoli_sigma_factor_competition	Sigma Factor Competition and Global Transcriptional Control	18535149	10.1128/MMBR.00034-07	Regulation of RNA polymerase sigma subunit synthesis and activity	Wade JT, Struhl K	2008		"Wade JT, Struhl K. ""Regulation of RNA polymerase sigma subunit synthesis and activity"". Microbiology and Molecular Biology Reviews. 2008. PubMed: 18535149. doi:10.1128/MMBR.00034-07"
